ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,LEFT_UP_GRASS_EDGE,D,VelChange,Fireball,None,vy
Fireball,LEFT_UP_GRASS_EDGE,D,Add,Fireball,None,None
LEFT_UP_GRASS_EDGE,Fireball,U,VelChange,Fireball,None,vy
LEFT_UP_GRASS_EDGE,Fireball,U,Add,Fireball,None,None
Fireball,8,D,VelChange,Fireball,None,vy
Fireball,8,D,Add,Fireball,None,None
8,Fireball,U,VelChange,Fireball,None,vy
8,Fireball,U,Add,Fireball,None,None
FireMario,BLOCK,L,VelChange,FireMario,None,vx
BLOCK,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,0,L,Delete,Fireball,None,None
Fireball,0,L,VelChange,Fireball,None,vx
0,Fireball,R,Delete,Fireball,None,None
0,Fireball,R,VelChange,Fireball,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,0,L,Delete,Fireball,None,None
Fireball,0,L,VelChange,Fireball,None,vx
0,Fireball,R,Delete,Fireball,None,None
0,Fireball,R,VelChange,Fireball,None,vx
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,FireMario,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,FireMario,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,FireMario,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,Fireball,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
