ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Mario,HILL_FILL,R,None,None,None,None
HILL_FILL,Mario,L,None,None,None,None
Mario,HILL_LEFT,U,None,None,None,None
HILL_LEFT,Mario,D,None,None,None,None
Mario,HILL_FILL,U,None,None,None,None
HILL_FILL,Mario,D,None,None,None,None
Mario,HILL_TOP,U,None,None,None,None
HILL_TOP,Mario,D,None,None,None,None
Mario,HILL_TOP,R,None,None,None,None
HILL_TOP,Mario,L,None,None,None,None
Mario,HILL_TOP,R,None,None,None,None
HILL_TOP,Mario,L,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,HILL_FILL,L,VelChange,Mario,None,vy
HILL_FILL,Goomba,R,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Mario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Mario,U,None,None,None,None
Mario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Mario,L,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,HILL_FILL,R,None,None,None,None
HILL_FILL,Mario,L,None,None,None,None
Mario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,Mario,L,None,None,None,None
Goomba,HILL_TOP,D,VelChange,Goomba,None,vy
HILL_TOP,Goomba,U,VelChange,Goomba,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,LEFT_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,Mario,L,None,None,None,None
Goomba,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,Goomba,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Mario,L,None,None,None,None
Mario,HILL_TOP_LEFT,U,None,None,None,None
HILL_TOP_LEFT,Mario,D,None,None,None,None
Mario,HILL_FILL,R,None,None,None,None
HILL_FILL,Mario,L,None,None,None,None
Mario,HILL_TOP,R,None,None,None,None
HILL_TOP,Mario,L,None,None,None,None
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Mushroom,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Mushroom,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,QBLOCK,U,Change,QBLOCK,SPENT,None
Mario,QBLOCK,U,Add,Coin,None,None
Mario,QBLOCK,U,VelChange,Mario,None,vy
QBLOCK,Mario,D,Change,QBLOCK,SPENT,None
QBLOCK,Mario,D,Add,Coin,None,None
QBLOCK,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP_RIGHT,D,VelChange,Mario,None,vy
HILL_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mario,HILL_TOP,D,None,None,None,None
HILL_TOP,Mario,U,None,None,None,None
Mushroom,BLOCK,D,None,None,None,None
BLOCK,Mushroom,U,None,None,None,None
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mario,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,Mario,U,None,None,None,None
Mushroom,COIN,D,None,None,None,None
COIN,Mushroom,U,None,None,None,None
BigMario,HILL_TOP_LEFT,D,VelChange,BigMario,None,vy
HILL_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,HILL_TOP,D,None,None,None,None
HILL_TOP,BigMario,U,None,None,None,None
BigMario,HILL_TOP_RIGHT,D,None,None,None,None
HILL_TOP_RIGHT,BigMario,U,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,Delete,Coin,None,None
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,Delete,Coin,None,None
BigMario,COIN,R,VelChange,Goomba,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,VelChange,Goomba,None,vy
COIN,BigMario,L,Delete,Coin,None,None
Goomba,HILL_LEFT,L,Delete,Coin,None,None
Goomba,HILL_LEFT,L,VelChange,BigMario,None,vy
HILL_LEFT,Goomba,R,Delete,Coin,None,None
HILL_LEFT,Goomba,R,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
BigMario,COIN,R,VelChange,BigMario,None,vy
COIN,BigMario,L,Delete,Coin,None,None
COIN,BigMario,L,VelChange,BigMario,None,vy
BigMario,GROUND,D,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,Delete,Coin,None,None
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
Goomba,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Goomba,U,None,None,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,BLOCK,R,None,None,None,None
BLOCK,BigMario,L,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
FireMario,SPENT,L,VelChange,FireMario,None,vx
SPENT,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vy
Fireball,RIGHT_UP_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vy
RIGHT_UP_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vy
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vy
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,0,L,VelChange,Fireball,None,vy
Fireball,0,L,Delete,Fireball,None,None
Fireball,0,L,VelChange,Fireball,None,vx
0,Fireball,R,VelChange,Fireball,None,vy
0,Fireball,R,Delete,Fireball,None,None
0,Fireball,R,VelChange,Fireball,None,vx
Fireball,RIGHT_UP_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_UP_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,0,L,Delete,Fireball,None,None
Fireball,0,L,VelChange,Fireball,None,vx
0,Fireball,R,Delete,Fireball,None,None
0,Fireball,R,VelChange,Fireball,None,vx
FireMario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,FireMario,L,None,None,None,None
FireMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,FireMario,L,None,None,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,HILL_FILL,R,None,None,None,None
HILL_FILL,FireMario,L,None,None,None,None
FireMario,HILL_TOP,R,None,None,None,None
HILL_TOP,FireMario,L,None,None,None,None
FireMario,HILL_FILL,R,None,None,None,None
HILL_FILL,FireMario,L,None,None,None,None
FireMario,COIN,U,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
FireMario,COIN,U,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
COIN,FireMario,D,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,HILL_TOP,D,VelChange,FireMario,None,vy
HILL_TOP,FireMario,U,VelChange,FireMario,None,vy
FireMario,COIN,L,Delete,Coin,None,None
COIN,FireMario,R,Delete,Coin,None,None
FireMario,HILL_TOP_LEFT,D,Delete,Coin,None,None
HILL_TOP_LEFT,FireMario,U,Delete,Coin,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,Fireball,L,VelChange,Goomba,None,vy
Fireball,Goomba,R,VelChange,Goomba,None,vy
Goomba,Fireball,L,VelChange,Goomba,None,vy
Fireball,Goomba,R,VelChange,Goomba,None,vy
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
FireMario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,FireMario,L,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
FireMario,HILL_TOP,R,None,None,None,None
HILL_TOP,FireMario,L,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Fireball,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Fireball,L,None,None,None,None
Fireball,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Fireball,L,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,VelChange,FireMario,None,vy
Fireball,Goomba,R,VelChange,FireMario,None,vy
Goomba,Fireball,L,VelChange,FireMario,None,vy
Fireball,Goomba,R,VelChange,FireMario,None,vy
Goomba,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Goomba,U,None,None,None,None
Goomba,HILL_RIGHT,L,None,None,None,None
HILL_RIGHT,Goomba,R,None,None,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Fireball,HILL_FILL,D,None,None,None,None
HILL_FILL,Fireball,U,None,None,None,None
Fireball,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Fireball,U,None,None,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Fireball,HILL_FILL,D,None,None,None,None
HILL_FILL,Fireball,U,None,None,None,None
Fireball,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Fireball,U,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
FireMario,HILL_TOP,D,None,None,None,None
HILL_TOP,FireMario,U,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,HILL_TOP_RIGHT,D,VelChange,Fireball,None,vy
FireMario,HILL_TOP_RIGHT,D,VelChange,Fireball,None,vy
HILL_TOP_RIGHT,FireMario,U,VelChange,Fireball,None,vy
HILL_TOP_RIGHT,FireMario,U,VelChange,Fireball,None,vy
Spiky,Fireball,L,VelChange,Fireball,None,vy
Spiky,Fireball,L,VelChange,Fireball,None,vy
Fireball,Spiky,R,VelChange,Fireball,None,vy
Fireball,Spiky,R,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Spiky,Fireball,L,VelChange,Fireball,None,vy
Spiky,Fireball,L,VelChange,Fireball,None,vy
Fireball,Spiky,R,VelChange,Fireball,None,vy
Fireball,Spiky,R,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,HILL_FILL,U,None,None,None,None
HILL_FILL,Fireball,D,None,None,None,None
Fireball,HILL_FILL,U,None,None,None,None
HILL_FILL,Fireball,D,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Spiky,Fireball,L,None,None,None,None
Fireball,Spiky,R,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Fireball,HILL_RIGHT,U,None,None,None,None
HILL_RIGHT,Fireball,D,None,None,None,None
Fireball,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,Fireball,L,None,None,None,None
Fireball,HILL_FILL,U,None,None,None,None
HILL_FILL,Fireball,D,None,None,None,None
