ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
GROUND,Mario,U,VelChange,Mario,None,vx
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,SPENT,R,VelChange,Mario,None,vx
SPENT,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,SPENT,R,None,None,None,None
SPENT,Mario,L,None,None,None,None
Mario,SPENT,D,VelChange,Mario,None,vy
SPENT,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,SPENT,D,VelChange,Mario,None,vx
Mario,SPENT,D,VelChange,Mario,None,vy
SPENT,Mario,U,VelChange,Mario,None,vx
SPENT,Mario,U,VelChange,Mario,None,vy
Mario,SPENT,U,VelChange,Mario,None,vy
SPENT,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,BLOCK,D,VelChange,Mario,None,vy
BLOCK,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,L,Delete,Mario,None,None
Mario,Goomba,R,Delete,Mario,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,R,VelChange,Mario,None,vx
BLOCK,Mario,L,VelChange,Mario,None,vx
Mario,COIN,D,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vx
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,R,VelChange,Mario,None,vx
BLOCK,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,BLOCK,L,VelChange,Mario,None,vx
BLOCK,Mario,R,VelChange,Mario,None,vx
Mario,BLOCK,D,None,None,None,None
BLOCK,Mario,U,None,None,None,None
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,BLOCK,D,VelChange,Mario,None,vy
BLOCK,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,BLOCK,D,VelChange,Mario,None,vy
BLOCK,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vx
Mario,ROCK,D,VelChange,Mario,None,vy
ROCK,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_GRASS_EDGE,R,None,None,None,None
LEFT_GRASS_EDGE,Mario,L,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,Mario,L,None,None,None,None
Mario,ROCK,R,None,None,None,None
ROCK,Mario,L,None,None,None,None
Mario,ROCK,D,None,None,None,None
ROCK,Mario,U,None,None,None,None
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
