ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
TUBE_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,HILL_TOP_RIGHT,D,VelChange,BigMario,None,vy
HILL_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,VelChange,BigMario,None,vy
HILL_TOP,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
FireMario,SPENT,D,VelChange,FireMario,None,vy
SPENT,FireMario,U,VelChange,FireMario,None,vy
FireMario,SPENT,D,None,None,None,None
SPENT,FireMario,U,None,None,None,None
Fireball,BLOCK,D,VelChange,Fireball,None,vy
BLOCK,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,D,VelChange,Fireball,None,vy
6,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,Fireball,None,vy
GROUND,FireMario,U,VelChange,Fireball,None,vy
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
Goomba,HILL_TOP,D,VelChange,Goomba,None,vy
HILL_TOP,Goomba,U,VelChange,Goomba,None,vy
Goomba,Fireball,L,VelChange,Goomba,None,vy
Fireball,Goomba,R,VelChange,Goomba,None,vy
Goomba,HILL_TOP_LEFT,D,Delete,Coin,None,None
HILL_TOP_LEFT,Goomba,U,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
Goomba,Fireball,L,Delete,Coin,None,None
Fireball,Goomba,R,Delete,Coin,None,None
Fireball,HILL_TOP_LEFT,D,VelChange,Fireball,None,vy
Fireball,HILL_TOP_LEFT,D,Add,Fireball,None,None
HILL_TOP_LEFT,Fireball,U,VelChange,Fireball,None,vy
HILL_TOP_LEFT,Fireball,U,Add,Fireball,None,None
Fireball,4,D,VelChange,Fireball,None,vy
Fireball,4,D,Add,Fireball,None,None
4,Fireball,U,VelChange,Fireball,None,vy
4,Fireball,U,Add,Fireball,None,None
Goomba,Fireball,U,VelChange,Fireball,None,vy
Goomba,Fireball,U,Add,Fireball,None,None
Fireball,Goomba,D,VelChange,Fireball,None,vy
Fireball,Goomba,D,Add,Fireball,None,None
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,Add,Fireball,None,None
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,Add,Fireball,None,None
Fireball,COIN,R,None,None,None,None
COIN,Fireball,L,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,Delete,16,None,None
Fireball,GROUND,D,VelChange,FireMario,None,vx
Fireball,GROUND,D,VelChange,FireMario,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,Delete,16,None,None
GROUND,Fireball,U,VelChange,FireMario,None,vx
GROUND,Fireball,U,VelChange,FireMario,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,Delete,16,None,None
Fireball,7,D,VelChange,FireMario,None,vx
Fireball,7,D,VelChange,FireMario,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,Delete,16,None,None
7,Fireball,U,VelChange,FireMario,None,vx
7,Fireball,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,VelChange,Fireball,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vx
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,VelChange,Fireball,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vx
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,Delete,16,None,None
Goomba,Fireball,L,VelChange,FireMario,None,vx
Goomba,Fireball,L,VelChange,FireMario,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,Delete,16,None,None
Fireball,Goomba,R,VelChange,FireMario,None,vx
Fireball,Goomba,R,VelChange,FireMario,None,vy
Goomba,Fireball,U,VelChange,Fireball,None,vy
Goomba,Fireball,U,Delete,16,None,None
Goomba,Fireball,U,VelChange,FireMario,None,vx
Goomba,Fireball,U,VelChange,FireMario,None,vy
Fireball,Goomba,D,VelChange,Fireball,None,vy
Fireball,Goomba,D,Delete,16,None,None
Fireball,Goomba,D,VelChange,FireMario,None,vx
Fireball,Goomba,D,VelChange,FireMario,None,vy
Fireball,COIN,U,None,None,None,None
COIN,Fireball,D,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Fireball,HILL_LEFT,U,None,None,None,None
HILL_LEFT,Fireball,D,None,None,None,None
Fireball,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Fireball,L,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Goomba,Fireball,U,VelChange,Fireball,None,vy
Fireball,Goomba,D,VelChange,Fireball,None,vy
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Fireball,HILL_FILL,D,None,None,None,None
HILL_FILL,Fireball,U,None,None,None,None
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Fireball,HILL_FILL,D,VelChange,Fireball,None,vy
HILL_FILL,Fireball,U,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,Fireball,None,vy
Goomba,Fireball,U,VelChange,Fireball,None,vy
Fireball,Goomba,D,VelChange,Fireball,None,vy
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Fireball,HILL_FILL,D,None,None,None,None
HILL_FILL,Fireball,U,None,None,None,None
Fireball,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Fireball,U,None,None,None,None
Fireball,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,Fireball,L,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Fireball,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Fireball,U,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
Goomba,Fireball,U,Delete,16,None,None
Goomba,Fireball,U,VelChange,FireMario,None,vy
Fireball,Goomba,D,Delete,16,None,None
Fireball,Goomba,D,VelChange,FireMario,None,vy
Fireball,3,D,VelChange,Fireball,None,vy
Fireball,3,D,VelChange,FireMario,None,vx
3,Fireball,U,VelChange,Fireball,None,vy
3,Fireball,U,VelChange,FireMario,None,vx
Fireball,HILL_TOP,D,VelChange,Fireball,None,vy
Fireball,HILL_TOP,D,VelChange,FireMario,None,vx
HILL_TOP,Fireball,U,VelChange,Fireball,None,vy
HILL_TOP,Fireball,U,VelChange,FireMario,None,vx
Goomba,Fireball,U,VelChange,Fireball,None,vy
Goomba,Fireball,U,VelChange,FireMario,None,vx
Fireball,Goomba,D,VelChange,Fireball,None,vy
Fireball,Goomba,D,VelChange,FireMario,None,vx
Fireball,HILL_LEFT,U,None,None,None,None
HILL_LEFT,Fireball,D,None,None,None,None
Fireball,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Fireball,L,None,None,None,None
Goomba,Fireball,U,None,None,None,None
Fireball,Goomba,D,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,HILL_FILL,U,None,None,None,None
HILL_FILL,Fireball,D,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,VelChange,Fireball,None,vy
Fireball,Goomba,L,VelChange,Fireball,None,vy
Fireball,HILL_FILL,D,VelChange,Goomba,None,vy
HILL_FILL,Fireball,U,VelChange,Goomba,None,vy
Fireball,HILL_RIGHT,R,VelChange,Goomba,None,vy
HILL_RIGHT,Fireball,L,VelChange,Goomba,None,vy
Goomba,HILL_TOP,D,VelChange,Goomba,None,vy
HILL_TOP,Goomba,U,VelChange,Goomba,None,vy
Goomba,Fireball,R,VelChange,Goomba,None,vy
Fireball,Goomba,L,VelChange,Goomba,None,vy
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Fireball,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,Goomba,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
Goomba,Fireball,R,Delete,Coin,None,None
Fireball,Goomba,L,Delete,Coin,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,COIN,R,Add,Fireball,None,None
COIN,Fireball,L,Add,Fireball,None,None
Goomba,Fireball,L,Add,Fireball,None,None
Fireball,Goomba,R,Add,Fireball,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
Fireball,GROUND,D,VelChange,FireMario,None,vx
GROUND,Fireball,U,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,FireMario,None,vx
Fireball,7,D,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,FireMario,None,vx
7,Fireball,U,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,FireMario,None,vx
Goomba,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,L,VelChange,FireMario,None,vx
Fireball,Goomba,R,VelChange,Fireball,None,vy
Fireball,Goomba,R,VelChange,FireMario,None,vx
Goomba,Fireball,L,None,None,None,None
Fireball,Goomba,R,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,RIGHT_GRASS_EDGE,L,VelChange,Goomba,None,vx
RIGHT_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
Goomba,Fireball,D,VelChange,Goomba,None,vx
Fireball,Goomba,U,VelChange,Goomba,None,vx
Goomba,GROUND,D,VelChange,Fireball,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Fireball,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,Fireball,D,VelChange,Fireball,None,vy
Goomba,Fireball,D,VelChange,Goomba,None,vy
Fireball,Goomba,U,VelChange,Fireball,None,vy
Fireball,Goomba,U,VelChange,Goomba,None,vy
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Goomba,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Goomba,L,None,None,None,None
Goomba,Fireball,D,None,None,None,None
Fireball,Goomba,U,None,None,None,None
Fireball,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Fireball,L,None,None,None,None
Fireball,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Fireball,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,3,D,VelChange,Fireball,None,vy
3,Fireball,U,VelChange,Fireball,None,vy
Fireball,HILL_TOP,D,VelChange,Fireball,None,vy
HILL_TOP,Fireball,U,VelChange,Fireball,None,vy
Fireball,HILL_FILL,R,VelChange,Fireball,None,vy
HILL_FILL,Fireball,L,VelChange,Fireball,None,vy
Goomba,Fireball,R,VelChange,Fireball,None,vy
Fireball,Goomba,L,VelChange,Fireball,None,vy
Fireball,HILL_FILL,U,Delete,Coin,None,None
HILL_FILL,Fireball,D,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
Goomba,Fireball,R,Delete,Coin,None,None
Fireball,Goomba,L,Delete,Coin,None,None
Fireball,HILL_FILL,R,None,None,None,None
HILL_FILL,Fireball,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,HILL_RIGHT,U,None,None,None,None
HILL_RIGHT,Fireball,D,None,None,None,None
Fireball,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,Fireball,L,None,None,None,None
Fireball,HILL_FILL,U,None,None,None,None
HILL_FILL,Fireball,D,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,HILL_FILL,R,VelChange,Fireball,None,vy
HILL_FILL,Goomba,L,VelChange,Fireball,None,vy
Goomba,Fireball,R,VelChange,Fireball,None,vy
Fireball,Goomba,L,VelChange,Fireball,None,vy
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Goomba,HILL_FILL,R,VelChange,Fireball,None,vy
HILL_FILL,Goomba,L,VelChange,Fireball,None,vy
Goomba,HILL_FILL,D,VelChange,Fireball,None,vy
HILL_FILL,Goomba,U,VelChange,Fireball,None,vy
Goomba,Fireball,R,VelChange,Fireball,None,vy
Fireball,Goomba,L,VelChange,Fireball,None,vy
FireMario,HILL_TOP,D,VelChange,FireMario,None,vy
HILL_TOP,FireMario,U,VelChange,FireMario,None,vy
Goomba,Fireball,R,VelChange,FireMario,None,vy
Fireball,Goomba,L,VelChange,FireMario,None,vy
Goomba,Fireball,R,VelChange,FireMario,None,vx
Fireball,Goomba,L,VelChange,FireMario,None,vx
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
FireMario,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,FireMario,U,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,Fireball,R,VelChange,Fireball,None,vy
Fireball,Goomba,L,VelChange,Fireball,None,vy
Fireball,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,Fireball,L,None,None,None,None
Fireball,HILL_LEFT,R,None,None,None,None
HILL_LEFT,Fireball,L,None,None,None,None
Goomba,Fireball,R,None,None,None,None
Fireball,Goomba,L,None,None,None,None
Goomba,HILL_FILL,R,None,None,None,None
HILL_FILL,Goomba,L,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_GRASS_EDGE,L,VelChange,FireMario,None,vx
RIGHT_GRASS_EDGE,FireMario,R,VelChange,FireMario,None,vx
FireMario,RIGHT_UP_GRASS_EDGE,L,VelChange,FireMario,None,vx
