ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,SPENT,U,VelChange,Mario,None,vy
SPENT,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,R,VelChange,Mario,None,vx
BLOCK,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Mushroom,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Mushroom,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,BLOCK,D,None,None,None,None
BLOCK,Mushroom,U,None,None,None,None
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mushroom,1,D,None,None,None,None
1,Mushroom,U,None,None,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,GROUND,D,VelChange,Mushroom,None,vy
GROUND,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,7,D,VelChange,Mushroom,None,vy
7,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,6,R,VelChange,Mushroom,None,vx
6,Mushroom,L,VelChange,Mushroom,None,vx
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mushroom,None,vx
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mushroom,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
GreenKoopa,Goomba,D,None,None,None,None
Goomba,GreenKoopa,U,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,ROCK,D,VelChange,BigMario,None,vy
ROCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vx
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vx
BigMario,ROCK,R,VelChange,BigMario,None,vy
BigMario,ROCK,R,VelChange,BigMario,None,vx
ROCK,BigMario,L,VelChange,BigMario,None,vy
ROCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
GreenKoopa,ROCK,D,VelChange,GreenKoopa,None,vy
ROCK,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GreenKoopa,BigMario,L,Change,BigMario,Mario,None
BigMario,GreenKoopa,R,Change,BigMario,Mario,None
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
GreenKoopa,LEFT_UP_GRASS_EDGE,D,VelChange,GreenKoopa,None,vy
LEFT_UP_GRASS_EDGE,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GreenKoopa,LEFT_UP_GRASS_EDGE,D,VelChange,GreenKoopa,None,vy
LEFT_UP_GRASS_EDGE,GreenKoopa,U,VelChange,GreenKoopa,None,vy
GreenKoopa,GROUND,D,VelChange,GreenKoopa,None,vy
GROUND,GreenKoopa,U,VelChange,GreenKoopa,None,vy
Mario,ROCK,D,VelChange,Mario,None,vy
ROCK,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,ROCK,R,VelChange,Mario,None,vx
ROCK,Mario,L,VelChange,Mario,None,vx
Mario,ROCK,D,VelChange,Mario,None,vy
ROCK,Mario,U,VelChange,Mario,None,vy
Mario,ROCK,D,VelChange,Mario,None,vx
Mario,ROCK,D,VelChange,Mario,None,vy
ROCK,Mario,U,VelChange,Mario,None,vx
ROCK,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
RIGHT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,null,D,VelChange,Mario,None,vy
null,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,BLOCK,D,VelChange,Mario,None,vy
BLOCK,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,R,None,None,None,None
BLOCK,Mario,L,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BulletBill,D,VelChange,Mario,None,vy
Mario,BulletBill,D,Delete,BulletBill,None,None
BulletBill,Mario,U,VelChange,Mario,None,vy
BulletBill,Mario,U,Delete,BulletBill,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Mushroom,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Mushroom,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,BLOCK,D,None,None,None,None
BLOCK,Mushroom,U,None,None,None,None
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mario,SPENT,U,VelChange,Mario,None,vy
SPENT,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,1,D,None,None,None,None
1,Mushroom,U,None,None,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mushroom,GROUND,D,VelChange,Mushroom,None,vy
Mushroom,GROUND,D,VelChange,Mario,None,vy
GROUND,Mushroom,U,VelChange,Mushroom,None,vy
GROUND,Mushroom,U,VelChange,Mario,None,vy
Mushroom,7,D,VelChange,Mushroom,None,vy
Mushroom,7,D,VelChange,Mario,None,vy
7,Mushroom,U,VelChange,Mushroom,None,vy
7,Mushroom,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mushroom,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mushroom,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mushroom,6,R,VelChange,Mushroom,None,vx
Mushroom,6,R,VelChange,Mario,None,vy
6,Mushroom,L,VelChange,Mushroom,None,vx
6,Mushroom,L,VelChange,Mario,None,vy
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mushroom,None,vx
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vy
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mushroom,None,vx
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mushroom,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mushroom,None,vx
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,RIGHT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
RIGHT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
RedKoopa,RedKoopa,R,None,None,None,None
RedKoopa,RedKoopa,L,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,L,VelChange,BigMario,None,vx
SPENT,BigMario,R,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,R,VelChange,BigMario,None,vx
SPENT,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,VelChange,BigMario,None,vx
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BLOCK,BigMario,D,VelChange,BigMario,None,vx
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,SPENT,L,VelChange,BigMario,None,vx
SPENT,BigMario,R,VelChange,BigMario,None,vx
FireMario,SPENT,L,VelChange,FireMario,None,vx
SPENT,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,append,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,append,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,TUBE_TOP_LEFT,R,VelChange,FireMario,None,vx
TUBE_TOP_LEFT,FireMario,L,VelChange,FireMario,None,vx
FireMario,TUBE_SIDE_LEFT,R,VelChange,FireMario,None,vx
TUBE_SIDE_LEFT,FireMario,L,VelChange,FireMario,None,vx
FireMario,TUBE_TOP_LEFT,D,VelChange,FireMario,None,vy
TUBE_TOP_LEFT,FireMario,U,VelChange,FireMario,None,vy
Bush,RedKoopa,D,None,None,None,None
RedKoopa,Bush,U,None,None,None,None
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,LEFT_UP_GRASS_EDGE,R,VelChange,FireMario,None,vx
LEFT_UP_GRASS_EDGE,FireMario,L,VelChange,FireMario,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,ROCK,R,VelChange,FireMario,None,vx
ROCK,FireMario,L,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
