ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,Add,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,Add,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP_RIGHT,D,VelChange,Mario,None,vy
HILL_TOP_RIGHT,Mario,U,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Goomba,HILL_LEFT,D,VelChange,Mario,None,vx
HILL_LEFT,Goomba,U,VelChange,Mario,None,vx
Mario,HILL_TOP,D,None,None,None,None
HILL_TOP,Mario,U,None,None,None,None
Mario,null,U,Change,null,SPENT,None
Mario,null,U,Add,Mushroom,None,None
Mario,null,U,VelChange,Mario,None,vy
null,Mario,D,Change,null,SPENT,None
null,Mario,D,Add,Mushroom,None,None
null,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,BLOCK,D,VelChange,Mario,None,vx
Mushroom,BLOCK,D,VelChange,Mario,None,vy
BLOCK,Mushroom,U,VelChange,Mario,None,vx
BLOCK,Mushroom,U,VelChange,Mario,None,vy
Mushroom,6,D,VelChange,Mario,None,vx
Mushroom,6,D,VelChange,Mario,None,vy
6,Mushroom,U,VelChange,Mario,None,vx
6,Mushroom,U,VelChange,Mario,None,vy
Mario,SPENT,U,VelChange,Mario,None,vx
Mario,SPENT,U,VelChange,Mario,None,vy
SPENT,Mario,D,VelChange,Mario,None,vx
SPENT,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,None,None,None,None
4,Mushroom,U,None,None,None,None
Mushroom,SPENT,D,None,None,None,None
SPENT,Mushroom,U,None,None,None,None
Mario,BLOCK,U,VelChange,Mario,None,vx
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vx
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,HILL_TOP,D,VelChange,Mario,None,vy
HILL_TOP,Mario,U,VelChange,Mario,None,vy
Mushroom,GROUND,D,VelChange,Mushroom,None,vy
GROUND,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,7,D,VelChange,Mushroom,None,vy
7,Mushroom,U,VelChange,Mushroom,None,vy
Mario,HILL_TOP_RIGHT,D,None,None,None,None
HILL_TOP_RIGHT,Mario,U,None,None,None,None
Mushroom,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mushroom,U,None,None,None,None
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,GROUND,D,VelChange,Mushroom,None,vy
GROUND,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,7,D,VelChange,Mushroom,None,vy
7,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,6,R,VelChange,Mushroom,None,vx
6,Mushroom,L,VelChange,Mushroom,None,vx
Mushroom,TUBE_SIDE_LEFT,R,VelChange,Mushroom,None,vx
TUBE_SIDE_LEFT,Mushroom,L,VelChange,Mushroom,None,vx
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mushroom,RIGHT_GRASS_EDGE,L,VelChange,Mushroom,None,vx
RIGHT_GRASS_EDGE,Mushroom,R,VelChange,Mushroom,None,vx
Mushroom,0,L,VelChange,Mushroom,None,vx
0,Mushroom,R,VelChange,Mushroom,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vx
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vy
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vy
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_SIDE_LEFT,R,None,None,None,None
TUBE_SIDE_LEFT,BigMario,L,None,None,None,None
BigMario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,HILL_TOP_RIGHT,D,VelChange,BigMario,None,vy
HILL_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,QBLOCK,U,Change,QBLOCK,SPENT,None
BigMario,QBLOCK,U,Add,Coin,None,None
BigMario,QBLOCK,U,VelChange,BigMario,None,vy
QBLOCK,BigMario,D,Change,QBLOCK,SPENT,None
QBLOCK,BigMario,D,Add,Coin,None,None
QBLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,SPENT,U,VelChange,BigMario,None,vy
SPENT,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Goomba,U,None,None,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
RIGHT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
BigMario,COIN,R,VelChange,BigMario,None,vy
COIN,BigMario,L,Delete,Coin,None,None
COIN,BigMario,L,VelChange,BigMario,None,vy
BigMario,GROUND,D,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,Delete,Coin,None,None
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,Delete,Coin,None,None
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,Delete,Coin,None,None
BigMario,COIN,R,VelChange,Goomba,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,VelChange,Goomba,None,vy
COIN,BigMario,L,Delete,Coin,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,Delete,Coin,None,None
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,Delete,Coin,None,None
BigMario,COIN,R,VelChange,Goomba,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,VelChange,Goomba,None,vy
COIN,BigMario,L,Delete,Coin,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,COIN,L,VelChange,Goomba,None,vy
COIN,Goomba,R,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,HILL_TOP,D,VelChange,Goomba,None,vy
Goomba,HILL_TOP,D,VelChange,BigMario,None,vx
HILL_TOP,Goomba,U,VelChange,Goomba,None,vy
HILL_TOP,Goomba,U,VelChange,BigMario,None,vx
Goomba,HILL_RIGHT,L,None,None,None,None
HILL_RIGHT,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,Delete,Coin,None,None
HILL_FILL,Goomba,U,Delete,Coin,None,None
Goomba,HILL_TOP_LEFT_IN,D,Delete,Coin,None,None
HILL_TOP_LEFT_IN,Goomba,U,Delete,Coin,None,None
Goomba,HILL_FILL,L,Delete,Coin,None,None
HILL_FILL,Goomba,R,Delete,Coin,None,None
BigMario,COIN,D,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,VelChange,BigMario,None,vx
HILL_FILL,Goomba,U,VelChange,BigMario,None,vx
Goomba,HILL_FILL,L,VelChange,BigMario,None,vx
HILL_FILL,Goomba,R,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Goomba,LEFT_UP_GRASS_EDGE,D,VelChange,Goomba,None,vy
LEFT_UP_GRASS_EDGE,Goomba,U,VelChange,Goomba,None,vy
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
Goomba,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Goomba,U,None,None,None,None
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
Goomba,HILL_LEFT,L,None,None,None,None
HILL_LEFT,Goomba,R,None,None,None,None
Goomba,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Goomba,U,None,None,None,None
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
Goomba,HILL_FILL,D,None,None,None,None
HILL_FILL,Goomba,U,None,None,None,None
BigMario,HILL_LEFT,D,VelChange,BigMario,None,vy
BigMario,HILL_LEFT,D,Delete,Goomba,None,None
HILL_LEFT,BigMario,U,VelChange,BigMario,None,vy
HILL_LEFT,BigMario,U,Delete,Goomba,None,None
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,HILL_LEFT,U,None,None,None,None
HILL_LEFT,BigMario,D,None,None,None,None
BigMario,HILL_FILL,R,None,None,None,None
HILL_FILL,BigMario,L,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_LEFT,L,None,None,None,None
HILL_LEFT,BigMario,R,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,BigMario,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,Goomba,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,Goomba,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,Delete,Goomba,None,None
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
GROUND,BigMario,U,Delete,Goomba,None,None
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,U,None,None,None,None
HILL_LEFT,BigMario,D,None,None,None,None
BigMario,HILL_FILL,R,None,None,None,None
HILL_FILL,BigMario,L,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_TOP_LEFT_IN,U,None,None,None,None
HILL_TOP_LEFT_IN,BigMario,D,None,None,None,None
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_FILL,U,None,None,None,None
HILL_FILL,BigMario,D,None,None,None,None
BigMario,HILL_TOP_LEFT_IN,R,None,None,None,None
HILL_TOP_LEFT_IN,BigMario,L,None,None,None,None
BigMario,HILL_FILL,R,None,None,None,None
HILL_FILL,BigMario,L,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,BigMario,L,None,None,None,None
BigMario,HILL_TOP,U,None,None,None,None
HILL_TOP,BigMario,D,None,None,None,None
BigMario,HILL_TOP_RIGHT,U,None,None,None,None
HILL_TOP_RIGHT,BigMario,D,None,None,None,None
BigMario,HILL_TOP_RIGHT,R,None,None,None,None
HILL_TOP_RIGHT,BigMario,L,None,None,None,None
BigMario,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,BigMario,U,None,None,None,None
BigMario,HILL_TOP_RIGHT,D,VelChange,BigMario,None,vy
HILL_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_LEFT,R,None,None,None,None
HILL_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,BigMario,L,None,None,None,None
BigMario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_FILL,R,None,None,None,None
HILL_FILL,BigMario,L,None,None,None,None
BigMario,HILL_TOP,R,None,None,None,None
HILL_TOP,BigMario,L,None,None,None,None
BigMario,HILL_FILL,D,None,None,None,None
HILL_FILL,BigMario,U,None,None,None,None
BigMario,HILL_TOP_RIGHT,R,None,None,None,None
HILL_TOP_RIGHT,BigMario,L,None,None,None,None
BigMario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,BigMario,L,None,None,None,None
BigMario,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,BigMario,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,Goomba,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,Goomba,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,D,VelChange,BigMario,None,vy
BLOCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,QBLOCK,D,None,None,None,None
QBLOCK,BigMario,U,None,None,None,None
