ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
HILL_FILL,Goomba,U,None,None,None,None
Goomba,HILL_FILL,L,None,None,None,None
HILL_FILL,Goomba,R,None,None,None,None
Mario,HILL_FILL,R,None,None,None,None
HILL_FILL,Mario,L,None,None,None,None
Mario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Mario,U,None,None,None,None
Mario,HILL_FILL,D,None,None,None,None
HILL_FILL,Mario,U,None,None,None,None
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,HILL_RIGHT,U,None,None,None,None
HILL_RIGHT,Mario,D,None,None,None,None
Mario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,Mario,L,None,None,None,None
Mario,HILL_TOP_RIGHT_IN,U,None,None,None,None
HILL_TOP_RIGHT_IN,Mario,D,None,None,None,None
Mario,HILL_FILL,R,None,None,None,None
HILL_FILL,Mario,L,None,None,None,None
Mario,HILL_FILL,U,None,None,None,None
HILL_FILL,Mario,D,None,None,None,None
Mario,HILL_RIGHT,R,None,None,None,None
HILL_RIGHT,Mario,L,None,None,None,None
Mario,HILL_RIGHT,D,None,None,None,None
HILL_RIGHT,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,HILL_TOP_LEFT,D,VelChange,Goomba,None,vy
Goomba,HILL_TOP_LEFT,D,VelChange,Goomba,None,vy
HILL_TOP_LEFT,Goomba,U,VelChange,Goomba,None,vy
HILL_TOP_LEFT,Goomba,U,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,COIN,U,Delete,Coin,None,None
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,COIN,U,Delete,Coin,None,None
Mario,COIN,U,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
COIN,Mario,D,Delete,Coin,None,None
Mario,QBLOCK,U,Change,QBLOCK,SPENT,None
Mario,QBLOCK,U,Add,Coin,None,None
Mario,QBLOCK,U,VelChange,Mario,None,vy
QBLOCK,Mario,D,Change,QBLOCK,SPENT,None
QBLOCK,Mario,D,Add,Coin,None,None
QBLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,null,U,Change,null,SPENT,None
Mario,null,U,Add,Mushroom,None,None
Mario,null,U,VelChange,Mario,None,vy
null,Mario,D,Change,null,SPENT,None
null,Mario,D,Add,Mushroom,None,None
null,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,4,D,VelChange,Mushroom,None,vy
4,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,SPENT,D,VelChange,Mushroom,None,vy
SPENT,Mushroom,U,VelChange,Mushroom,None,vy
Mushroom,BLOCK,D,None,None,None,None
BLOCK,Mushroom,U,None,None,None,None
Mushroom,6,D,None,None,None,None
6,Mushroom,U,None,None,None,None
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
Goomba,RIGHT_UP_GRASS_EDGE,L,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
RIGHT_UP_GRASS_EDGE,Goomba,R,VelChange,Goomba,None,vx
Mario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mushroom,GROUND,D,VelChange,Mushroom,None,vy
Mushroom,GROUND,D,VelChange,Mario,None,vx
GROUND,Mushroom,U,VelChange,Mushroom,None,vy
GROUND,Mushroom,U,VelChange,Mario,None,vx
Mushroom,7,D,VelChange,Mushroom,None,vy
Mushroom,7,D,VelChange,Mario,None,vx
7,Mushroom,U,VelChange,Mushroom,None,vy
7,Mushroom,U,VelChange,Mario,None,vx
Mario,HILL_TOP_LEFT,R,None,None,None,None
HILL_TOP_LEFT,Mario,L,None,None,None,None
Mario,HILL_LEFT,D,None,None,None,None
HILL_LEFT,Mario,U,None,None,None,None
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,HILL_TOP,D,Delete,Coin,None,None
HILL_TOP,BigMario,U,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
BigMario,COIN,R,Change,QBLOCK,SPENT,None
BigMario,COIN,R,Add,Coin,None,None
BigMario,COIN,R,VelChange,BigMario,None,vy
COIN,BigMario,L,Delete,Coin,None,None
COIN,BigMario,L,Change,QBLOCK,SPENT,None
COIN,BigMario,L,Add,Coin,None,None
COIN,BigMario,L,VelChange,BigMario,None,vy
BigMario,QBLOCK,U,Delete,Coin,None,None
BigMario,QBLOCK,U,Change,QBLOCK,SPENT,None
BigMario,QBLOCK,U,Add,Coin,None,None
BigMario,QBLOCK,U,VelChange,BigMario,None,vy
QBLOCK,BigMario,D,Delete,Coin,None,None
QBLOCK,BigMario,D,Change,QBLOCK,SPENT,None
QBLOCK,BigMario,D,Add,Coin,None,None
QBLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,None,None,None,None
HILL_TOP,BigMario,U,None,None,None,None
BigMario,SPENT,U,VelChange,BigMario,None,vy
SPENT,BigMario,D,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,VelChange,BigMario,None,vy
HILL_TOP,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,None,None,None,None
HILL_TOP,BigMario,U,None,None,None,None
BigMario,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,None,None,None,None
HILL_TOP,BigMario,U,None,None,None,None
BigMario,HILL_TOP_LEFT,D,None,None,None,None
HILL_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,HILL_TOP,D,None,None,None,None
HILL_TOP,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,HILL_TOP_RIGHT,D,VelChange,BigMario,None,vy
HILL_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,VelChange,BigMario,None,vy
HILL_TOP,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,VelChange,BigMario,None,vy
HILL_TOP,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_TOP_LEFT,D,VelChange,BigMario,None,vy
HILL_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,HILL_TOP,D,None,None,None,None
HILL_TOP,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
BigMario,COIN,R,VelChange,BigMario,None,vx
COIN,BigMario,L,Delete,Coin,None,None
COIN,BigMario,L,VelChange,BigMario,None,vx
BigMario,BLOCK,R,Delete,Coin,None,None
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,Delete,Coin,None,None
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,COIN,R,Delete,Coin,None,None
BigMario,COIN,R,VelChange,BigMario,None,vx
COIN,BigMario,L,Delete,Coin,None,None
COIN,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
BigMario,QBLOCK,U,Change,QBLOCK,SPENT,None
BigMario,QBLOCK,U,Add,Coin,None,None
BigMario,QBLOCK,U,VelChange,BigMario,None,vy
QBLOCK,BigMario,D,Change,QBLOCK,SPENT,None
QBLOCK,BigMario,D,Add,Coin,None,None
QBLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
BigMario,COIN,R,VelChange,BigMario,None,vy
COIN,BigMario,L,Delete,Coin,None,None
COIN,BigMario,L,VelChange,BigMario,None,vy
BigMario,GROUND,D,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,Delete,Coin,None,None
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,QBLOCK,U,Change,QBLOCK,SPENT,None
BigMario,QBLOCK,U,Add,Coin,None,None
BigMario,QBLOCK,U,VelChange,BigMario,None,vy
QBLOCK,BigMario,D,Change,QBLOCK,SPENT,None
QBLOCK,BigMario,D,Add,Coin,None,None
QBLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,VelChange,BigMario,None,vx
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BLOCK,BigMario,D,VelChange,BigMario,None,vx
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,FireFlower,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,FireFlower,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,Add,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,Add,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,SPENT,L,VelChange,BigMario,None,vx
SPENT,BigMario,R,VelChange,BigMario,None,vx
BigMario,SPENT,D,VelChange,BigMario,None,vy
SPENT,BigMario,U,VelChange,BigMario,None,vy
FireMario,SPENT,D,VelChange,FireMario,None,vy
SPENT,FireMario,U,VelChange,FireMario,None,vy
FireMario,SPENT,L,VelChange,FireMario,None,vx
SPENT,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,SPENT,U,VelChange,FireMario,None,vy
SPENT,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vx
GROUND,FireMario,U,VelChange,FireMario,None,vx
FireMario,RIGHT_GRASS_EDGE,L,VelChange,FireMario,None,vx
RIGHT_GRASS_EDGE,FireMario,R,VelChange,FireMario,None,vx
FireMario,RIGHT_UP_GRASS_EDGE,L,VelChange,FireMario,None,vx
RIGHT_UP_GRASS_EDGE,FireMario,R,VelChange,FireMario,None,vx
FireMario,SPENT,R,VelChange,FireMario,None,vx
SPENT,FireMario,L,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,SPENT,U,VelChange,FireMario,None,vy
SPENT,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,null,L,VelChange,FireMario,None,vx
null,FireMario,R,VelChange,FireMario,None,vx
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,null,U,Change,null,SPENT,None
FireMario,null,U,Add,FireFlower,None,None
FireMario,null,U,VelChange,FireMario,None,vy
null,FireMario,D,Change,null,SPENT,None
null,FireMario,D,Add,FireFlower,None,None
null,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,BLOCK,U,Delete,16,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Delete,16,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
FireMario,SPENT,U,VelChange,FireMario,None,vy
SPENT,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,Add,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,Add,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,SPENT,D,None,None,None,None
SPENT,FireMario,U,None,None,None,None
FireMario,LEFT_UP_GRASS_EDGE,D,VelChange,FireMario,None,vy
LEFT_UP_GRASS_EDGE,FireMario,U,VelChange,FireMario,None,vy
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,COIN,R,Delete,Coin,None,None
COIN,FireMario,L,Delete,Coin,None,None
FireMario,BLOCK,D,Add,Fireball,None,None
FireMario,BLOCK,D,VelChange,FireMario,None,vy
BLOCK,FireMario,U,Add,Fireball,None,None
BLOCK,FireMario,U,VelChange,FireMario,None,vy
Fireball,BLOCK,D,VelChange,Fireball,None,vy
BLOCK,Fireball,U,VelChange,Fireball,None,vy
Fireball,6,D,VelChange,Fireball,None,vy
6,Fireball,U,VelChange,Fireball,None,vy
FireMario,QBLOCK,D,VelChange,Fireball,None,vy
QBLOCK,FireMario,U,VelChange,Fireball,None,vy
Fireball,COIN,R,None,None,None,None
COIN,Fireball,L,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
Fireball,COIN,U,None,None,None,None
COIN,Fireball,D,None,None,None,None
Fireball,COIN,R,Delete,Fireball,None,None
Fireball,COIN,R,VelChange,Fireball,None,vx
COIN,Fireball,L,Delete,Fireball,None,None
COIN,Fireball,L,VelChange,Fireball,None,vx
Fireball,6,R,Delete,Fireball,None,None
Fireball,6,R,VelChange,Fireball,None,vx
6,Fireball,L,Delete,Fireball,None,None
6,Fireball,L,VelChange,Fireball,None,vx
Fireball,BLOCK,R,Delete,Fireball,None,None
Fireball,BLOCK,R,VelChange,Fireball,None,vx
BLOCK,Fireball,L,Delete,Fireball,None,None
BLOCK,Fireball,L,VelChange,Fireball,None,vx
Fireball,COIN,R,None,None,None,None
COIN,Fireball,L,None,None,None,None
Fireball,8,R,Delete,Fireball,None,None
Fireball,8,R,VelChange,Fireball,None,vx
8,Fireball,L,Delete,Fireball,None,None
8,Fireball,L,VelChange,Fireball,None,vx
Fireball,LEFT_UP_GRASS_EDGE,R,Delete,Fireball,None,None
Fireball,LEFT_UP_GRASS_EDGE,R,VelChange,Fireball,None,vx
LEFT_UP_GRASS_EDGE,Fireball,L,Delete,Fireball,None,None
LEFT_UP_GRASS_EDGE,Fireball,L,VelChange,Fireball,None,vx
FireMario,BLOCK,D,VelChange,FireMario,None,vy
BLOCK,FireMario,U,VelChange,FireMario,None,vy
Fireball,RIGHT_UP_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_UP_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,6,L,Delete,Fireball,None,None
Fireball,6,L,VelChange,Fireball,None,vx
6,Fireball,R,Delete,Fireball,None,None
6,Fireball,R,VelChange,Fireball,None,vx
FireMario,GROUND,D,None,None,None,None
GROUND,FireMario,U,None,None,None,None
Fireball,RIGHT_UP_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_UP_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_UP_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_UP_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,6,L,Delete,Fireball,None,None
Fireball,6,L,VelChange,Fireball,None,vx
6,Fireball,R,Delete,Fireball,None,None
6,Fireball,R,VelChange,Fireball,None,vx
FireMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,FireMario,U,None,None,None,None
Fireball,GROUND,D,VelChange,Fireball,None,vy
GROUND,Fireball,U,VelChange,Fireball,None,vy
Fireball,7,D,VelChange,Fireball,None,vy
7,Fireball,U,VelChange,Fireball,None,vy
FireMario,GROUND,D,VelChange,Fireball,None,vy
GROUND,FireMario,U,VelChange,Fireball,None,vy
Fireball,RIGHT_GRASS_EDGE,L,Delete,Fireball,None,None
Fireball,RIGHT_GRASS_EDGE,L,VelChange,Fireball,None,vx
RIGHT_GRASS_EDGE,Fireball,R,Delete,Fireball,None,None
RIGHT_GRASS_EDGE,Fireball,R,VelChange,Fireball,None,vx
Fireball,0,L,Delete,Fireball,None,None
Fireball,0,L,VelChange,Fireball,None,vx
0,Fireball,R,Delete,Fireball,None,None
0,Fireball,R,VelChange,Fireball,None,vx
FireMario,BLOCK,U,Change,BLOCK,SPENT,None
FireMario,BLOCK,U,Add,Coin,None,None
FireMario,BLOCK,U,VelChange,FireMario,None,vy
BLOCK,FireMario,D,Change,BLOCK,SPENT,None
BLOCK,FireMario,D,Add,Coin,None,None
BLOCK,FireMario,D,VelChange,FireMario,None,vy
FireMario,GROUND,D,VelChange,FireMario,None,vy
GROUND,FireMario,U,VelChange,FireMario,None,vy
Fireball,8,R,Delete,Fireball,None,None
