ObjectA,ObjectB,A2BDir,EffectType,Source,Target,VelChange
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,ROCK,D,VelChange,BigMario,None,vy
ROCK,BigMario,U,VelChange,BigMario,None,vy
BigMario,RIGHT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
RIGHT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,RIGHT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
RIGHT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,RIGHT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
RIGHT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,ROCK,R,VelChange,BigMario,None,vx
ROCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_GRASS_EDGE,R,None,None,None,None
LEFT_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,ROCK,L,VelChange,BigMario,None,vx
ROCK,BigMario,R,VelChange,BigMario,None,vx
BigMario,RIGHT_UP_GRASS_EDGE,L,VelChange,BigMario,None,vx
RIGHT_UP_GRASS_EDGE,BigMario,R,VelChange,BigMario,None,vx
BigMario,LEFT_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,ROCK,R,None,None,None,None
ROCK,BigMario,L,None,None,None,None
BigMario,ROCK,D,None,None,None,None
ROCK,BigMario,U,None,None,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vy
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_RIGHT,D,VelChange,BigMario,None,vy
TUBE_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,L,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,L,VelChange,BigMario,None,vx
BLOCK,BigMario,R,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,L,None,None,None,None
BLOCK,BigMario,R,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,VelChange,BigMario,None,vy
TUBE_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,ROCK,R,VelChange,BigMario,None,vx
ROCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
Spiky,BigMario,L,Change,BigMario,Mario,None
BigMario,Spiky,R,Change,BigMario,Mario,None
Mario,TUBE_TOP_LEFT,D,VelChange,Mario,None,vy
TUBE_TOP_LEFT,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Mario,COIN,R,Delete,Coin,None,None
COIN,Mario,L,Delete,Coin,None,None
Mario,COIN,D,Delete,Coin,None,None
COIN,Mario,U,Delete,Coin,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,Mario,L,None,None,None,None
Mario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,Mario,U,None,None,None,None
Mario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,Mario,U,None,None,None,None
Spiky,Mario,U,Delete,Mario,None,None
Mario,Spiky,D,Delete,Mario,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,VelChange,Mario,None,vy
LEFT_UP_GRASS_EDGE,Mario,U,VelChange,Mario,None,vy
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,Mario,U,None,None,None,None
Mario,LEFT_UP_GRASS_EDGE,R,VelChange,Mario,None,vx
LEFT_UP_GRASS_EDGE,Mario,L,VelChange,Mario,None,vx
Mario,BLOCK,R,VelChange,Mario,None,vx
BLOCK,Mario,L,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,BLOCK,D,VelChange,Goomba,None,vy
BLOCK,Goomba,U,VelChange,Goomba,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Coin,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Coin,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
Mario,SPENT,R,VelChange,Mario,None,vx
SPENT,Mario,L,VelChange,Mario,None,vx
Mario,Goomba,D,VelChange,Mario,None,vy
Mario,Goomba,D,Delete,Goomba,None,None
Goomba,Mario,U,VelChange,Mario,None,vy
Goomba,Mario,U,Delete,Goomba,None,None
Mario,SPENT,R,None,None,None,None
SPENT,Mario,L,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,BLOCK,U,Change,BLOCK,SPENT,None
Mario,BLOCK,U,append,Mushroom,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,Change,BLOCK,SPENT,None
BLOCK,Mario,D,append,Mushroom,None,None
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,SPENT,D,None,None,None,None
SPENT,BigMario,U,None,None,None,None
Goomba,GROUND,D,VelChange,Goomba,None,vy
GROUND,Goomba,U,VelChange,Goomba,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,BLOCK,U,Change,BLOCK,SPENT,None
BigMario,BLOCK,U,append,Coin,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Change,BLOCK,SPENT,None
BLOCK,BigMario,D,append,Coin,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,VelChange,BigMario,None,vy
BigMario,Goomba,D,Delete,Goomba,None,None
Goomba,BigMario,U,VelChange,BigMario,None,vy
Goomba,BigMario,U,Delete,Goomba,None,None
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_TOP_LEFT,D,VelChange,BigMario,None,vy
TUBE_TOP_LEFT,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,D,VelChange,BigMario,None,vy
LEFT_UP_GRASS_EDGE,BigMario,U,VelChange,BigMario,None,vy
BigMario,LEFT_UP_GRASS_EDGE,R,VelChange,BigMario,None,vx
LEFT_UP_GRASS_EDGE,BigMario,L,VelChange,BigMario,None,vx
BigMario,LEFT_UP_GRASS_EDGE,D,None,None,None,None
LEFT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,RIGHT_UP_GRASS_EDGE,D,None,None,None,None
RIGHT_UP_GRASS_EDGE,BigMario,U,None,None,None,None
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,U,Delete,16,None,None
BigMario,BLOCK,U,VelChange,BigMario,None,vy
BLOCK,BigMario,D,Delete,16,None,None
BLOCK,BigMario,D,VelChange,BigMario,None,vy
BigMario,GROUND,D,None,None,None,None
GROUND,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,COIN,D,Delete,Coin,None,None
COIN,BigMario,U,Delete,Coin,None,None
BigMario,COIN,R,Delete,Coin,None,None
COIN,BigMario,L,Delete,Coin,None,None
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,TUBE_SIDE_LEFT,R,VelChange,BigMario,None,vx
TUBE_SIDE_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,R,VelChange,BigMario,None,vx
TUBE_TOP_LEFT,BigMario,L,VelChange,BigMario,None,vx
BigMario,TUBE_TOP_LEFT,D,None,None,None,None
TUBE_TOP_LEFT,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,None,None,None,None
TUBE_TOP_RIGHT,BigMario,U,None,None,None,None
BigMario,BLOCK,R,VelChange,BigMario,None,vx
BLOCK,BigMario,L,VelChange,BigMario,None,vx
BigMario,GROUND,D,VelChange,BigMario,None,vy
GROUND,BigMario,U,VelChange,BigMario,None,vy
BigMario,BLOCK,R,None,None,None,None
BLOCK,BigMario,L,None,None,None,None
BigMario,BLOCK,D,None,None,None,None
BLOCK,BigMario,U,None,None,None,None
BigMario,TUBE_TOP_RIGHT,D,VelChange,BigMario,None,vy
TUBE_TOP_RIGHT,BigMario,U,VelChange,BigMario,None,vy
Spiky,BigMario,D,Change,BigMario,Mario,None
BigMario,Spiky,U,Change,BigMario,Mario,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,Mario,L,None,None,None,None
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_LEFT,R,VelChange,Mario,None,vx
TUBE_SIDE_LEFT,Mario,L,VelChange,Mario,None,vx
Mario,TUBE_TOP_LEFT,R,None,None,None,None
TUBE_TOP_LEFT,Mario,L,None,None,None,None
Mario,TUBE_TOP_RIGHT,D,VelChange,Mario,None,vx
TUBE_TOP_RIGHT,Mario,U,VelChange,Mario,None,vx
Mario,BLOCK,R,VelChange,Mario,None,vx
BLOCK,Mario,L,VelChange,Mario,None,vx
Mario,BLOCK,R,None,None,None,None
BLOCK,Mario,L,None,None,None,None
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,BLOCK,D,VelChange,Mario,None,vy
BLOCK,Mario,U,VelChange,Mario,None,vy
Mario,GROUND,D,VelChange,Mario,None,vx
Mario,GROUND,D,VelChange,Mario,None,vy
GROUND,Mario,U,VelChange,Mario,None,vx
GROUND,Mario,U,VelChange,Mario,None,vy
Mario,TUBE_SIDE_RIGHT,L,VelChange,Mario,None,vx
TUBE_SIDE_RIGHT,Mario,R,VelChange,Mario,None,vx
Mario,BLOCK,U,VelChange,Mario,None,vy
BLOCK,Mario,D,VelChange,Mario,None,vy
Mario,GROUND,D,None,None,None,None
GROUND,Mario,U,None,None,None,None
